Route_ID,Origin,Destination,,Distance,Shift,Demand,Travel_Time,Bus_Type,Bus_Capacity
38,Stop_39,Stop_29,"Stop_39, Stop_34, Stop_2, Stop_30, Stop_3, Stop_35, Stop_22, Stop_29",10,Evening Peak,51,17.51,II,90
38,Stop_39,Stop_29,"Stop_39, Stop_34, Stop_2, Stop_30, Stop_3, Stop_35, Stop_22, Stop_29",10,Evening Off-Peak,23,17.51,I,60
38,Stop_39,Stop_29,"Stop_39, Stop_34, Stop_2, Stop_30, Stop_3, Stop_35, Stop_22, Stop_29",10,Evening Off-Peak,42,17.51,II,90
39,Stop_29,Stop_23,"Stop_29, Stop_1, Stop_19, Stop_10, Stop_7, Stop_36, Stop_9, Stop_23",8,Morning Peak,33,17.81,I,60
39,Stop_29,Stop_23,"Stop_29, Stop_1, Stop_19, Stop_10, Stop_7, Stop_36, Stop_9, Stop_23",8,Morning Peak,35,17.81,II,90
39,Stop_29,Stop_23,"Stop_29, Stop_1, Stop_19, Stop_10, Stop_7, Stop_36, Stop_9, Stop_23",8,Morning Off-Peak,37,17.81,I,60
39,Stop_29,Stop_23,"Stop_29, Stop_1, Stop_19, Stop_10, Stop_7, Stop_36, Stop_9, Stop_23",8,Morning Off-Peak,32,17.81,II,90
39,Stop_29,Stop_23,"Stop_29, Stop_1, Stop_19, Stop_10, Stop_7, Stop_36, Stop_9, Stop_23",8,Evening Peak,34,17.81,I,60
39,Stop_29,Stop_23,"Stop_29, Stop_1, Stop_19, Stop_10, Stop_7, Stop_36, Stop_9, Stop_23",8,Evening Peak,56,17.81,II,90
39,Stop_29,Stop_23,"Stop_29, Stop_1, Stop_19, Stop_10, Stop_7, Stop_36, Stop_9, Stop_23",8,Evening Off-Peak,38,17.81,I,60
39,Stop_29,Stop_23,"Stop_29, Stop_1, Stop_19, Stop_10, Stop_7, Stop_36, Stop_9, Stop_23",8,Evening Off-Peak,54,17.81,II,90
40,Stop_23,Stop_30,"Stop_23, Stop_34, Stop_11, Stop_5, Stop_23, Stop_33, Stop_39, Stop_32, Stop_3, Stop_30",20,Morning Peak,35,29.62,I,60
40,Stop_23,Stop_30,"Stop_23, Stop_34, Stop_11, Stop_5, Stop_23, Stop_33, Stop_39, Stop_32, Stop_3, Stop_30",20,Morning Peak,35,29.62,II,90
40,Stop_23,Stop_30,"Stop_23, Stop_34, Stop_11, Stop_5, Stop_23, Stop_33, Stop_39, Stop_32, Stop_3, Stop_30",20,Morning Off-Peak,32,29.62,I,60
40,Stop_23,Stop_30,"Stop_23, Stop_34, Stop_11, Stop_5, Stop_23, Stop_33, Stop_39, Stop_32, Stop_3, Stop_30",20,Morning Off-Peak,35,29.62,II,90
40,Stop_23,Stop_30,"Stop_23, Stop_34, Stop_11, Stop_5, Stop_23, Stop_33, Stop_39, Stop_32, Stop_3, Stop_30",20,Evening Peak,33,29.62,I,60
40,Stop_23,Stop_30,"Stop_23, Stop_34, Stop_11, Stop_5, Stop_23, Stop_33, Stop_39, Stop_32, Stop_3, Stop_30",20,Evening Peak,46,29.62,II,90
40,Stop_23,Stop_30,"Stop_23, Stop_34, Stop_11, Stop_5, Stop_23, Stop_33, Stop_39, Stop_32, Stop_3, Stop_30",20,Evening Off-Peak,30,29.62,I,60
40,Stop_23,Stop_30,"Stop_23, Stop_34, Stop_11, Stop_5, Stop_23, Stop_33, Stop_39, Stop_32, Stop_3, Stop_30",20,Evening Off-Peak,57,29.62,II,90
41,Stop_30,Stop_15,"Stop_30, Stop_34, Stop_38, Stop_15, Stop_28, Stop_2, Stop_18, Stop_36, Stop_21, Stop_37, Stop_22, Stop_15",15,Morning Peak,32,29.62,I,60
41,Stop_30,Stop_15,"Stop_30, Stop_34, Stop_38, Stop_15, Stop_28, Stop_2, Stop_18, Stop_36, Stop_21, Stop_37, Stop_22, Stop_15",15,Morning Peak,36,29.62,II,90
41,Stop_30,Stop_15,"Stop_30, Stop_34, Stop_38, Stop_15, Stop_28, Stop_2, Stop_18, Stop_36, Stop_21, Stop_37, Stop_22, Stop_15",15,Morning Off-Peak,23,29.62,I,60
41,Stop_30,Stop_15,"Stop_30, Stop_34, Stop_38, Stop_15, Stop_28, Stop_2, Stop_18, Stop_36, Stop_21, Stop_37, Stop_22, Stop_15",15,Morning Off-Peak,52,29.62,II,90
41,Stop_30,Stop_15,"Stop_30, Stop_34, Stop_38, Stop_15, Stop_28, Stop_2, Stop_18, Stop_36, Stop_21, Stop_37, Stop_22, Stop_15",15,Evening Peak,37,29.62,I,60
41,Stop_30,Stop_15,"Stop_30, Stop_34, Stop_38, Stop_15, Stop_28, Stop_2, Stop_18, Stop_36, Stop_21, Stop_37, Stop_22, Stop_15",15,Evening Peak,35,29.62,II,90
41,Stop_30,Stop_15,"Stop_30, Stop_34, Stop_38, Stop_15, Stop_28, Stop_2, Stop_18, Stop_36, Stop_21, Stop_37, Stop_22, Stop_15",15,Evening Off-Peak,24,29.62,I,60
41,Stop_30,Stop_15,"Stop_30, Stop_34, Stop_38, Stop_15, Stop_28, Stop_2, Stop_18, Stop_36, Stop_21, Stop_37, Stop_22, Stop_15",15,Evening Off-Peak,50,29.62,II,90
42,Stop_15,Stop_23,"Stop_15, Stop_1, Stop_19, Stop_5, Stop_4, Stop_35, Stop_23",16,Morning Peak,29,28,I,60
42,Stop_15,Stop_23,"Stop_15, Stop_1, Stop_19, Stop_5, Stop_4, Stop_35, Stop_23",16,Morning Peak,58,28,II,90
42,Stop_15,Stop_23,"Stop_15, Stop_1, Stop_19, Stop_5, Stop_4, Stop_35, Stop_23",16,Morning Off-Peak,32,28,I,60
42,Stop_15,Stop_23,"Stop_15, Stop_1, Stop_19, Stop_5, Stop_4, Stop_35, Stop_23",16,Morning Off-Peak,52,28,II,90
42,Stop_15,Stop_23,"Stop_15, Stop_1, Stop_19, Stop_5, Stop_4, Stop_35, Stop_23",16,Evening Peak,29,28,I,60
42,Stop_15,Stop_23,"Stop_15, Stop_1, Stop_19, Stop_5, Stop_4, Stop_35, Stop_23",16,Evening Peak,36,28,II,90
42,Stop_15,Stop_23,"Stop_15, Stop_1, Stop_19, Stop_5, Stop_4, Stop_35, Stop_23",16,Evening Off-Peak,28,28,I,60
42,Stop_15,Stop_23,"Stop_15, Stop_1, Stop_19, Stop_5, Stop_4, Stop_35, Stop_23",16,Evening Off-Peak,32,28,II,90
43,Stop_23,Stop_32,"Stop_23, Stop_17, Stop_16, Stop_23, Stop_12, Stop_30, Stop_3, Stop_32",29,Morning Peak,28,23.88,I,60
43,Stop_23,Stop_32,"Stop_23, Stop_17, Stop_16, Stop_23, Stop_12, Stop_30, Stop_3, Stop_32",29,Morning Peak,52,23.88,II,90
43,Stop_23,Stop_32,"Stop_23, Stop_17, Stop_16, Stop_23, Stop_12, Stop_30, Stop_3, Stop_32",29,Morning Off-Peak,39,23.88,I,60
43,Stop_23,Stop_32,"Stop_23, Stop_17, Stop_16, Stop_23, Stop_12, Stop_30, Stop_3, Stop_32",29,Morning Off-Peak,42,23.88,II,90
43,Stop_23,Stop_32,"Stop_23, Stop_17, Stop_16, Stop_23, Stop_12, Stop_30, Stop_3, Stop_32",29,Evening Peak,21,23.88,I,60
43,Stop_23,Stop_32,"Stop_23, Stop_17, Stop_16, Stop_23, Stop_12, Stop_30, Stop_3, Stop_32",29,Evening Peak,47,23.88,II,90
43,Stop_23,Stop_32,"Stop_23, Stop_17, Stop_16, Stop_23, Stop_12, Stop_30, Stop_3, Stop_32",29,Evening Off-Peak,20,23.88,I,60
43,Stop_23,Stop_32,"Stop_23, Stop_17, Stop_16, Stop_23, Stop_12, Stop_30, Stop_3, Stop_32",29,Evening Off-Peak,60,23.88,II,90
44,Stop_32,Stop_36,"Stop_32, Stop_34, Stop_19, Stop_14, Stop_24, Stop_15, Stop_28, Stop_11, Stop_8, Stop_36, Stop_39, Stop_9, Stop_36",15,Morning Peak,34,29.85,I,60
44,Stop_32,Stop_36,"Stop_32, Stop_34, Stop_19, Stop_14, Stop_24, Stop_15, Stop_28, Stop_11, Stop_8, Stop_36, Stop_39, Stop_9, Stop_36",15,Morning Peak,48,29.85,II,90
44,Stop_32,Stop_36,"Stop_32, Stop_34, Stop_19, Stop_14, Stop_24, Stop_15, Stop_28, Stop_11, Stop_8, Stop_36, Stop_39, Stop_9, Stop_36",15,Morning Off-Peak,34,29.85,I,60
44,Stop_32,Stop_36,"Stop_32, Stop_34, Stop_19, Stop_14, Stop_24, Stop_15, Stop_28, Stop_11, Stop_8, Stop_36, Stop_39, Stop_9, Stop_36",15,Morning Off-Peak,47,29.85,II,90
44,Stop_32,Stop_36,"Stop_32, Stop_34, Stop_19, Stop_14, Stop_24, Stop_15, Stop_28, Stop_11, Stop_8, Stop_36, Stop_39, Stop_9, Stop_36",15,Evening Peak,20,29.85,I,60
44,Stop_32,Stop_36,"Stop_32, Stop_34, Stop_19, Stop_14, Stop_24, Stop_15, Stop_28, Stop_11, Stop_8, Stop_36, Stop_39, Stop_9, Stop_36",15,Evening Peak,44,29.85,II,90
44,Stop_32,Stop_36,"Stop_32, Stop_34, Stop_19, Stop_14, Stop_24, Stop_15, Stop_28, Stop_11, Stop_8, Stop_36, Stop_39, Stop_9, Stop_36",15,Evening Off-Peak,26,29.85,I,60
44,Stop_32,Stop_36,"Stop_32, Stop_34, Stop_19, Stop_14, Stop_24, Stop_15, Stop_28, Stop_11, Stop_8, Stop_36, Stop_39, Stop_9, Stop_36",15,Evening Off-Peak,42,29.85,II,90
45,Stop_36,Stop_13,"Stop_36, Stop_17, Stop_1, Stop_29, Stop_15, Stop_25, Stop_26, Stop_39, Stop_32, Stop_3, Stop_13",20,Morning Peak,28,30,I,60
45,Stop_36,Stop_13,"Stop_36, Stop_17, Stop_1, Stop_29, Stop_15, Stop_25, Stop_26, Stop_39, Stop_32, Stop_3, Stop_13",20,Morning Peak,51,30,II,90
45,Stop_36,Stop_13,"Stop_36, Stop_17, Stop_1, Stop_29, Stop_15, Stop_25, Stop_26, Stop_39, Stop_32, Stop_3, Stop_13",20,Morning Off-Peak,38,30,I,60
45,Stop_36,Stop_13,"Stop_36, Stop_17, Stop_1, Stop_29, Stop_15, Stop_25, Stop_26, Stop_39, Stop_32, Stop_3, Stop_13",20,Morning Off-Peak,43,30,II,90
45,Stop_36,Stop_13,"Stop_36, Stop_17, Stop_1, Stop_29, Stop_15, Stop_25, Stop_26, Stop_39, Stop_32, Stop_3, Stop_13",20,Evening Peak,21,30,I,60
45,Stop_36,Stop_13,"Stop_36, Stop_17, Stop_1, Stop_29, Stop_15, Stop_25, Stop_26, Stop_39, Stop_32, Stop_3, Stop_13",20,Evening Peak,32,30,II,90
45,Stop_36,Stop_13,"Stop_36, Stop_17, Stop_1, Stop_29, Stop_15, Stop_25, Stop_26, Stop_39, Stop_32, Stop_3, Stop_13",20,Evening Off-Peak,27,30,I,60
45,Stop_36,Stop_13,"Stop_36, Stop_17, Stop_1, Stop_29, Stop_15, Stop_25, Stop_26, Stop_39, Stop_32, Stop_3, Stop_13",20,Evening Off-Peak,45,30,II,90
46,Stop_13,Stop_32,"Stop_13, Stop_15, Stop_28, Stop_2, Stop_13, Stop_18, Stop_36, Stop_12, Stop_32",24,Morning Peak,29,29.93,I,60
46,Stop_13,Stop_32,"Stop_13, Stop_15, Stop_28, Stop_2, Stop_13, Stop_18, Stop_36, Stop_12, Stop_32",24,Morning Peak,32,29.93,II,90
46,Stop_13,Stop_32,"Stop_13, Stop_15, Stop_28, Stop_2, Stop_13, Stop_18, Stop_36, Stop_12, Stop_32",24,Morning Off-Peak,27,29.93,I,60
46,Stop_13,Stop_32,"Stop_13, Stop_15, Stop_28, Stop_2, Stop_13, Stop_18, Stop_36, Stop_12, Stop_32",24,Morning Off-Peak,33,29.93,II,90
46,Stop_13,Stop_32,"Stop_13, Stop_15, Stop_28, Stop_2, Stop_13, Stop_18, Stop_36, Stop_12, Stop_32",24,Evening Peak,30,29.93,I,60
46,Stop_13,Stop_32,"Stop_13, Stop_15, Stop_28, Stop_2, Stop_13, Stop_18, Stop_36, Stop_12, Stop_32",24,Evening Peak,56,29.93,II,90
46,Stop_13,Stop_32,"Stop_13, Stop_15, Stop_28, Stop_2, Stop_13, Stop_18, Stop_36, Stop_12, Stop_32",24,Evening Off-Peak,36,29.93,I,60
46,Stop_13,Stop_32,"Stop_13, Stop_15, Stop_28, Stop_2, Stop_13, Stop_18, Stop_36, Stop_12, Stop_32",24,Evening Off-Peak,57,29.93,II,90
47,Stop_32,Stop_25,"Stop_32, Stop_17, Stop_19, Stop_29, Stop_8, Stop_36, Stop_37, Stop_39, Stop_32, Stop_35, Stop_9, Stop_25",11,Morning Peak,25,23.79,I,60
47,Stop_32,Stop_25,"Stop_32, Stop_17, Stop_19, Stop_29, Stop_8, Stop_36, Stop_37, Stop_39, Stop_32, Stop_35, Stop_9, Stop_25",11,Morning Peak,45,23.79,II,90
47,Stop_32,Stop_25,"Stop_32, Stop_17, Stop_19, Stop_29, Stop_8, Stop_36, Stop_37, Stop_39, Stop_32, Stop_35, Stop_9, Stop_25",11,Morning Off-Peak,23,23.79,I,60
47,Stop_32,Stop_25,"Stop_32, Stop_17, Stop_19, Stop_29, Stop_8, Stop_36, Stop_37, Stop_39, Stop_32, Stop_35, Stop_9, Stop_25",11,Morning Off-Peak,51,23.79,II,90
47,Stop_32,Stop_25,"Stop_32, Stop_17, Stop_19, Stop_29, Stop_8, Stop_36, Stop_37, Stop_39, Stop_32, Stop_35, Stop_9, Stop_25",11,Evening Peak,29,23.79,I,60
47,Stop_32,Stop_25,"Stop_32, Stop_17, Stop_19, Stop_29, Stop_8, Stop_36, Stop_37, Stop_39, Stop_32, Stop_35, Stop_9, Stop_25",11,Evening Peak,51,23.79,II,90
47,Stop_32,Stop_25,"Stop_32, Stop_17, Stop_19, Stop_29, Stop_8, Stop_36, Stop_37, Stop_39, Stop_32, Stop_35, Stop_9, Stop_25",11,Evening Off-Peak,32,23.79,I,60
47,Stop_32,Stop_25,"Stop_32, Stop_17, Stop_19, Stop_29, Stop_8, Stop_36, Stop_37, Stop_39, Stop_32, Stop_35, Stop_9, Stop_25",11,Evening Off-Peak,59,23.79,II,90
48,Stop_25,Stop_21,"Stop_25, Stop_12, Stop_26, Stop_2, Stop_21",23,Morning Peak,37,23.4,I,60
48,Stop_25,Stop_21,"Stop_25, Stop_12, Stop_26, Stop_2, Stop_21",23,Morning Peak,59,23.4,II,90
48,Stop_25,Stop_21,"Stop_25, Stop_12, Stop_26, Stop_2, Stop_21",23,Morning Off-Peak,22,23.4,I,60
48,Stop_25,Stop_21,"Stop_25, Stop_12, Stop_26, Stop_2, Stop_21",23,Morning Off-Peak,58,23.4,II,90
48,Stop_25,Stop_21,"Stop_25, Stop_12, Stop_26, Stop_2, Stop_21",23,Evening Peak,33,23.4,I,60
48,Stop_25,Stop_21,"Stop_25, Stop_12, Stop_26, Stop_2, Stop_21",23,Evening Peak,36,23.4,II,90
48,Stop_25,Stop_21,"Stop_25, Stop_12, Stop_26, Stop_2, Stop_21",23,Evening Off-Peak,34,23.4,I,60
48,Stop_25,Stop_21,"Stop_25, Stop_12, Stop_26, Stop_2, Stop_21",23,Evening Off-Peak,52,23.4,II,90
49,Stop_21,Stop_30,"Stop_21, Stop_1, Stop_6, Stop_28, Stop_8, Stop_33, Stop_20, Stop_12, Stop_37, Stop_21, Stop_32, Stop_22, Stop_30",7,Morning Peak,33,16.27,I,60
49,Stop_21,Stop_30,"Stop_21, Stop_1, Stop_6, Stop_28, Stop_8, Stop_33, Stop_20, Stop_12, Stop_37, Stop_21, Stop_32, Stop_22, Stop_30",7,Morning Peak,54,16.27,II,90
49,Stop_21,Stop_30,"Stop_21, Stop_1, Stop_6, Stop_28, Stop_8, Stop_33, Stop_20, Stop_12, Stop_37, Stop_21, Stop_32, Stop_22, Stop_30",7,Morning Off-Peak,27,16.27,I,60
49,Stop_21,Stop_30,"Stop_21, Stop_1, Stop_6, Stop_28, Stop_8, Stop_33, Stop_20, Stop_12, Stop_37, Stop_21, Stop_32, Stop_22, Stop_30",7,Morning Off-Peak,37,16.27,II,90
49,Stop_21,Stop_30,"Stop_21, Stop_1, Stop_6, Stop_28, Stop_8, Stop_33, Stop_20, Stop_12, Stop_37, Stop_21, Stop_32, Stop_22, Stop_30",7,Evening Peak,21,16.27,I,60
49,Stop_21,Stop_30,"Stop_21, Stop_1, Stop_6, Stop_28, Stop_8, Stop_33, Stop_20, Stop_12, Stop_37, Stop_21, Stop_32, Stop_22, Stop_30",7,Evening Peak,58,16.27,II,90
49,Stop_21,Stop_30,"Stop_21, Stop_1, Stop_6, Stop_28, Stop_8, Stop_33, Stop_20, Stop_12, Stop_37, Stop_21, Stop_32, Stop_22, Stop_30",7,Evening Off-Peak,39,16.27,I,60
49,Stop_21,Stop_30,"Stop_21, Stop_1, Stop_6, Stop_28, Stop_8, Stop_33, Stop_20, Stop_12, Stop_37, Stop_21, Stop_32, Stop_22, Stop_30",7,Evening Off-Peak,56,16.27,II,90
50,Stop_30,Stop_23,"Stop_30, Stop_16, Stop_38, Stop_15, Stop_13, Stop_11, Stop_31, Stop_30, Stop_21, Stop_35, Stop_22, Stop_23",18,Morning Peak,36,23.5,I,60
50,Stop_30,Stop_23,"Stop_30, Stop_16, Stop_38, Stop_15, Stop_13, Stop_11, Stop_31, Stop_30, Stop_21, Stop_35, Stop_22, Stop_23",18,Morning Peak,44,23.5,II,90
50,Stop_30,Stop_23,"Stop_30, Stop_16, Stop_38, Stop_15, Stop_13, Stop_11, Stop_31, Stop_30, Stop_21, Stop_35, Stop_22, Stop_23",18,Morning Off-Peak,22,23.5,I,60
50,Stop_30,Stop_23,"Stop_30, Stop_16, Stop_38, Stop_15, Stop_13, Stop_11, Stop_31, Stop_30, Stop_21, Stop_35, Stop_22, Stop_23",18,Morning Off-Peak,39,23.5,II,90
50,Stop_30,Stop_23,"Stop_30, Stop_16, Stop_38, Stop_15, Stop_13, Stop_11, Stop_31, Stop_30, Stop_21, Stop_35, Stop_22, Stop_23",18,Evening Peak,38,23.5,I,60
50,Stop_30,Stop_23,"Stop_30, Stop_16, Stop_38, Stop_15, Stop_13, Stop_11, Stop_31, Stop_30, Stop_21, Stop_35, Stop_22, Stop_23",18,Evening Peak,58,23.5,II,90
50,Stop_30,Stop_23,"Stop_30, Stop_16, Stop_38, Stop_15, Stop_13, Stop_11, Stop_31, Stop_30, Stop_21, Stop_35, Stop_22, Stop_23",18,Evening Off-Peak,35,23.5,I,60
50,Stop_30,Stop_23,"Stop_30, Stop_16, Stop_38, Stop_15, Stop_13, Stop_11, Stop_31, Stop_30, Stop_21, Stop_35, Stop_22, Stop_23",18,Evening Off-Peak,60,23.5,II,90
51,Stop_23,Stop_38,"Stop_23, Stop_38, Stop_5, Stop_25, Stop_20, Stop_12, Stop_21, Stop_4, Stop_38",18,Morning Peak,30,27.96,I,60
51,Stop_23,Stop_38,"Stop_23, Stop_38, Stop_5, Stop_25, Stop_20, Stop_12, Stop_21, Stop_4, Stop_38",18,Morning Peak,52,27.96,II,90
51,Stop_23,Stop_38,"Stop_23, Stop_38, Stop_5, Stop_25, Stop_20, Stop_12, Stop_21, Stop_4, Stop_38",18,Morning Off-Peak,30,27.96,I,60
51,Stop_23,Stop_38,"Stop_23, Stop_38, Stop_5, Stop_25, Stop_20, Stop_12, Stop_21, Stop_4, Stop_38",18,Morning Off-Peak,52,27.96,II,90
51,Stop_23,Stop_38,"Stop_23, Stop_38, Stop_5, Stop_25, Stop_20, Stop_12, Stop_21, Stop_4, Stop_38",18,Evening Peak,28,27.96,I,60
51,Stop_23,Stop_38,"Stop_23, Stop_38, Stop_5, Stop_25, Stop_20, Stop_12, Stop_21, Stop_4, Stop_38",18,Evening Peak,48,27.96,II,90
51,Stop_23,Stop_38,"Stop_23, Stop_38, Stop_5, Stop_25, Stop_20, Stop_12, Stop_21, Stop_4, Stop_38",18,Evening Off-Peak,23,27.96,I,60
51,Stop_23,Stop_38,"Stop_23, Stop_38, Stop_5, Stop_25, Stop_20, Stop_12, Stop_21, Stop_4, Stop_38",18,Evening Off-Peak,41,27.96,II,90
52,Stop_38,Stop_25,"Stop_38, Stop_20, Stop_29, Stop_14, Stop_25",22,Morning Peak,30,20.14,I,60
52,Stop_38,Stop_25,"Stop_38, Stop_20, Stop_29, Stop_14, Stop_25",22,Morning Peak,51,20.14,II,90
52,Stop_38,Stop_25,"Stop_38, Stop_20, Stop_29, Stop_14, Stop_25",22,Morning Off-Peak,22,20.14,I,60
52,Stop_38,Stop_25,"Stop_38, Stop_20, Stop_29, Stop_14, Stop_25",22,Morning Off-Peak,59,20.14,II,90
52,Stop_38,Stop_25,"Stop_38, Stop_20, Stop_29, Stop_14, Stop_25",22,Evening Peak,24,20.14,I,60
52,Stop_38,Stop_25,"Stop_38, Stop_20, Stop_29, Stop_14, Stop_25",22,Evening Peak,33,20.14,II,90
52,Stop_38,Stop_25,"Stop_38, Stop_20, Stop_29, Stop_14, Stop_25",22,Evening Off-Peak,27,20.14,I,60
52,Stop_38,Stop_25,"Stop_38, Stop_20, Stop_29, Stop_14, Stop_25",22,Evening Off-Peak,51,20.14,II,90
53,Stop_25,Stop_18,"Stop_25, Stop_17, Stop_16, Stop_24, Stop_7, Stop_23, Stop_20, Stop_27, Stop_30, Stop_35, Stop_9, Stop_18",9,Morning Peak,34,21.58,I,60
53,Stop_25,Stop_18,"Stop_25, Stop_17, Stop_16, Stop_24, Stop_7, Stop_23, Stop_20, Stop_27, Stop_30, Stop_35, Stop_9, Stop_18",9,Morning Peak,37,21.58,II,90
53,Stop_25,Stop_18,"Stop_25, Stop_17, Stop_16, Stop_24, Stop_7, Stop_23, Stop_20, Stop_27, Stop_30, Stop_35, Stop_9, Stop_18",9,Morning Off-Peak,33,21.58,I,60
53,Stop_25,Stop_18,"Stop_25, Stop_17, Stop_16, Stop_24, Stop_7, Stop_23, Stop_20, Stop_27, Stop_30, Stop_35, Stop_9, Stop_18",9,Morning Off-Peak,50,21.58,II,90
53,Stop_25,Stop_18,"Stop_25, Stop_17, Stop_16, Stop_24, Stop_7, Stop_23, Stop_20, Stop_27, Stop_30, Stop_35, Stop_9, Stop_18",9,Evening Peak,36,21.58,I,60
53,Stop_25,Stop_18,"Stop_25, Stop_17, Stop_16, Stop_24, Stop_7, Stop_23, Stop_20, Stop_27, Stop_30, Stop_35, Stop_9, Stop_18",9,Evening Peak,48,21.58,II,90
53,Stop_25,Stop_18,"Stop_25, Stop_17, Stop_16, Stop_24, Stop_7, Stop_23, Stop_20, Stop_27, Stop_30, Stop_35, Stop_9, Stop_18",9,Evening Off-Peak,37,21.58,I,60
53,Stop_25,Stop_18,"Stop_25, Stop_17, Stop_16, Stop_24, Stop_7, Stop_23, Stop_20, Stop_27, Stop_30, Stop_35, Stop_9, Stop_18",9,Evening Off-Peak,31,21.58,II,90
54,Stop_18,Stop_16,"Stop_18, Stop_15, Stop_10, Stop_8, Stop_11, Stop_23, Stop_20, Stop_37, Stop_32, Stop_3, Stop_16",18,Morning Peak,29,28.35,I,60
54,Stop_18,Stop_16,"Stop_18, Stop_15, Stop_10, Stop_8, Stop_11, Stop_23, Stop_20, Stop_37, Stop_32, Stop_3, Stop_16",18,Morning Peak,33,28.35,II,90
54,Stop_18,Stop_16,"Stop_18, Stop_15, Stop_10, Stop_8, Stop_11, Stop_23, Stop_20, Stop_37, Stop_32, Stop_3, Stop_16",18,Morning Off-Peak,23,28.35,I,60
54,Stop_18,Stop_16,"Stop_18, Stop_15, Stop_10, Stop_8, Stop_11, Stop_23, Stop_20, Stop_37, Stop_32, Stop_3, Stop_16",18,Morning Off-Peak,33,28.35,II,90
54,Stop_18,Stop_16,"Stop_18, Stop_15, Stop_10, Stop_8, Stop_11, Stop_23, Stop_20, Stop_37, Stop_32, Stop_3, Stop_16",18,Evening Peak,25,28.35,I,60
54,Stop_18,Stop_16,"Stop_18, Stop_15, Stop_10, Stop_8, Stop_11, Stop_23, Stop_20, Stop_37, Stop_32, Stop_3, Stop_16",18,Evening Peak,53,28.35,II,90
54,Stop_18,Stop_16,"Stop_18, Stop_15, Stop_10, Stop_8, Stop_11, Stop_23, Stop_20, Stop_37, Stop_32, Stop_3, Stop_16",18,Evening Off-Peak,30,28.35,I,60
54,Stop_18,Stop_16,"Stop_18, Stop_15, Stop_10, Stop_8, Stop_11, Stop_23, Stop_20, Stop_37, Stop_32, Stop_3, Stop_16",18,Evening Off-Peak,59,28.35,II,90
55,Stop_16,Stop_20,"Stop_16, Stop_17, Stop_1, Stop_34, Stop_24, Stop_31, Stop_23, Stop_22, Stop_35, Stop_9, Stop_20",17,Morning Peak,37,21.4,I,60
55,Stop_16,Stop_20,"Stop_16, Stop_17, Stop_1, Stop_34, Stop_24, Stop_31, Stop_23, Stop_22, Stop_35, Stop_9, Stop_20",17,Morning Peak,46,21.4,II,90
55,Stop_16,Stop_20,"Stop_16, Stop_17, Stop_1, Stop_34, Stop_24, Stop_31, Stop_23, Stop_22, Stop_35, Stop_9, Stop_20",17,Morning Off-Peak,34,21.4,I,60
55,Stop_16,Stop_20,"Stop_16, Stop_17, Stop_1, Stop_34, Stop_24, Stop_31, Stop_23, Stop_22, Stop_35, Stop_9, Stop_20",17,Morning Off-Peak,42,21.4,II,90
55,Stop_16,Stop_20,"Stop_16, Stop_17, Stop_1, Stop_34, Stop_24, Stop_31, Stop_23, Stop_22, Stop_35, Stop_9, Stop_20",17,Evening Peak,27,21.4,I,60
55,Stop_16,Stop_20,"Stop_16, Stop_17, Stop_1, Stop_34, Stop_24, Stop_31, Stop_23, Stop_22, Stop_35, Stop_9, Stop_20",17,Evening Peak,50,21.4,II,90
55,Stop_16,Stop_20,"Stop_16, Stop_17, Stop_1, Stop_34, Stop_24, Stop_31, Stop_23, Stop_22, Stop_35, Stop_9, Stop_20",17,Evening Off-Peak,28,21.4,I,60
55,Stop_16,Stop_20,"Stop_16, Stop_17, Stop_1, Stop_34, Stop_24, Stop_31, Stop_23, Stop_22, Stop_35, Stop_9, Stop_20",17,Evening Off-Peak,35,21.4,II,90
56,Stop_20,Stop_35,"Stop_20, Stop_16, Stop_18, Stop_25, Stop_39, Stop_4, Stop_35",12,Morning Peak,36,20.36,I,60
56,Stop_20,Stop_35,"Stop_20, Stop_16, Stop_18, Stop_25, Stop_39, Stop_4, Stop_35",12,Morning Peak,48,20.36,II,90
56,Stop_20,Stop_35,"Stop_20, Stop_16, Stop_18, Stop_25, Stop_39, Stop_4, Stop_35",12,Morning Off-Peak,33,20.36,I,60
56,Stop_20,Stop_35,"Stop_20, Stop_16, Stop_18, Stop_25, Stop_39, Stop_4, Stop_35",12,Morning Off-Peak,57,20.36,II,90
56,Stop_20,Stop_35,"Stop_20, Stop_16, Stop_18, Stop_25, Stop_39, Stop_4, Stop_35",12,Evening Peak,32,20.36,I,60
56,Stop_20,Stop_35,"Stop_20, Stop_16, Stop_18, Stop_25, Stop_39, Stop_4, Stop_35",12,Evening Peak,35,20.36,II,90
56,Stop_20,Stop_35,"Stop_20, Stop_16, Stop_18, Stop_25, Stop_39, Stop_4, Stop_35",12,Evening Off-Peak,22,20.36,I,60
56,Stop_20,Stop_35,"Stop_20, Stop_16, Stop_18, Stop_25, Stop_39, Stop_4, Stop_35",12,Evening Off-Peak,51,20.36,II,90
57,Stop_35,Stop_39,"Stop_35, Stop_14, Stop_10, Stop_8, Stop_32, Stop_3, Stop_35, Stop_6, Stop_39",16,Morning Peak,24,22.91,I,60
57,Stop_35,Stop_39,"Stop_35, Stop_14, Stop_10, Stop_8, Stop_32, Stop_3, Stop_35, Stop_6, Stop_39",16,Morning Peak,38,22.91,II,90
